"Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","B365CH","B365CD","B365CA"
"23/12/2020","Alanyaspor","Yeni Malatyaspor","1","1","D","1","0","H","14","13","5","7","13","19","6","1","2","2","0","0","1.57","4","5.5","1.7","3.8","4.75"
"23/12/2020","Erzurum BB","Denizlispor","1","2","A","0","1","A","13","11","6","5","8","14","12","4","3","2","0","0","2.25","3","3.4","2.45","3.2","2.9"
"23/12/2020","Fenerbahce","Buyuksehyr","4","1","H","1","1","D","15","19","4","3","16","10","7","10","2","4","0","2","2.15","3.1","3.5","2.45","3.5","2.7"
"23/12/2020","Kasimpasa","Gaziantep","0","4","A","0","2","A","12","9","5","4","17","19","5","6","2","2","0","0","2.45","3.2","2.9","2.1","3.6","3.2"
"24/12/2020","Kayserispor","Konyaspor","1","2","A","1","0","H","10","16","4","8","16","16","6","1","5","2","1","0","3.25","3.4","2.15","2.7","3.1","2.7"
"24/12/2020","Sivasspor","Genclerbirligi","3","1","H","1","0","H","18","10","8","4","9","13","9","6","1","2","0","0","1.83","3.6","4","1.57","3.8","6"
"24/12/2020","Ankaragucu","Besiktas","0","1","A","0","0","D","8","7","1","3","16","18","2","1","1","0","0","0","4.75","3.75","1.66","4","4","1.75"
"24/12/2020","Rizespor","Antalyaspor","2","1","H","1","0","H","11","12","4","7","14","8","2","4","3","2","0","0","2.2","3.4","3.25","3","3.3","2.3"
"26/12/2020","Goztep","Karagumruk","1","1","D","1","0","H","10","21","2","5","16","8","6","8","1","1","0","0","2.05","3.6","3.2","2.3","3.6","2.8"
"26/12/2020","Trabzonspor","Galatasaray","0","2","A","0","1","A","12","9","4","5","11","10","1","2","2","3","0","0","3.3","3.5","2.1","3.4","3.6","2.05"
"27/12/2020","Gaziantep","Alanyaspor","3","1","H","2","1","H","6","15","4","5","20","10","2","5","5","4","0","0","2.9","3.6","2.25","3.1","3.4","2.25"
"27/12/2020","Denizlispor","Ankaragucu","1","2","A","0","2","A","12","8","3","3","17","13","7","4","2","3","0","0","2.15","3.4","3.3","2.45","3.2","2.9"
"27/12/2020","Yeni Malatyaspor","Erzurum BB","1","3","A","0","1","A","14","10","4","6","13","24","7","3","3","6","0","0","1.72","3.6","4.33","1.57","3.8","6"
"27/12/2020","Buyuksehyr","Kasimpasa","2","2","D","1","1","D","19","11","9","7","12","12","6","4","1","4","0","1","1.53","4","5.75","1.66","4.33","4.2"
"28/12/2020","Genclerbirligi","Kayserispor","3","2","H","1","1","D","14","11","5","4","12","16","5","2","2","2","0","0","2.25","3.25","3.2","2.1","3.3","3.5"
"28/12/2020","Konyaspor","Rizespor","1","1","D","1","0","H","13","16","4","5","10","14","1","3","2","1","0","1","2","3.3","3.6","2","3.25","3.8"
"28/12/2020","Besiktas","Sivasspor","3","0","H","1","0","H","13","8","5","2","20","15","1","5","1","3","0","1","1.75","3.8","4.2","2","3.4","3.6"
"29/12/2020","Antalyaspor","Hatayspor","0","6","A","0","5","A","8","13","4","9","16","21","2","5","6","3","0","0","2.25","3.4","3","2.62","3.1","2.75"
"02/01/2021","Erzurum BB","Gaziantep","1","1","D","0","0","D","5","12","1","4","14","15","2","5","4","4","0","0","3.8","3","2.15","3","3.2","2.37"
"02/01/2021","Sivasspor","Denizlispor","2","2","D","2","1","H","7","14","5","5","11","12","1","6","1","3","0","0","1.72","3.5","4.75","1.8","3.5","4.5"
"02/01/2021","Alanyaspor","Buyuksehyr","3","0","H","2","0","H","11","12","5","2","12","12","2","8","4","3","0","0","2.37","3.5","2.8","2.05","3.5","3.4"
"02/01/2021","Ankaragucu","Yeni Malatyaspor","3","1","H","2","0","H","9","16","5","2","14","15","4","7","3","2","0","1","2.37","3.2","3","2.3","3.2","3.1"
"02/01/2021","Galatasaray","Antalyaspor","0","0","D","0","0","D","15","5","6","1","9","11","6","8","2","4","1","0","1.4","4.5","7.5","1.44","4.75","6"
"02/01/2021","Hatayspor","Konyaspor","2","1","H","1","1","D","12","14","4","2","12","13","4","8","2","3","0","0","2.2","3","3.5","2.1","3","3.8"
"03/01/2021","Rizespor","Genclerbirligi","1","1","D","1","0","H","21","17","7","7","13","10","6","2","4","5","0","0","2.1","3.4","3.4","2.05","3.4","3.5"
"03/01/2021","Karagumruk","Trabzonspor","1","2","A","0","0","D","12","14","3","4","11","15","5","8","2","4","0","0","2.55","3.3","2.7","2.8","3.5","2.37"
"03/01/2021","Kayserispor","Besiktas","0","2","A","0","0","D","7","14","2","4","15","8","3","5","3","1","1","0","5","4.2","1.6","3.75","4.2","1.8"
"04/01/2021","Kasimpasa","Fenerbahce","0","3","A","0","2","A","10","11","2","5","14","13","7","1","2","1","0","0","3.5","3.75","2","4.5","4.2","1.65"
"05/01/2021","Gaziantep","Ankaragucu","2","0","H","0","0","D","15","7","9","3","15","12","9","4","2","1","0","0","1.9","3.6","3.8","1.95","3.6","3.6"
"05/01/2021","Yeni Malatyaspor","Sivasspor","2","2","D","1","2","A","8","14","3","4","14","15","4","5","3","1","0","0","2.7","3.2","2.7","2.7","3.2","2.7"
"05/01/2021","Konyaspor","Galatasaray","4","3","H","1","1","D","9","18","4","5","15","10","4","4","2","2","0","0","3.4","3.4","2.1","3.6","3.4","2"
"06/01/2021","Denizlispor","Kayserispor","0","1","A","0","1","A","14","8","7","3","13","19","7","8","2","6","0","0","2.05","3.5","3.6","2","3.5","3.5"
"06/01/2021","Buyuksehyr","Erzurum BB","1","0","H","1","0","H","14","7","6","2","15","14","4","2","1","1","0","0","1.44","4.75","6","1.36","5","8"
"06/01/2021","Genclerbirligi","Hatayspor","3","1","H","1","1","D","21","7","8","3","18","11","6","2","5","2","0","1","3.1","3.5","2.15","3.4","3.5","2"
"06/01/2021","Trabzonspor","Goztep","1","0","H","1","0","H","13","7","4","4","10","15","5","5","1","3","0","0","1.85","3.6","4","1.72","3.75","4.75"
"06/01/2021","Antalyaspor","Karagumruk","3","1","H","2","1","H","11","10","5","3","17","12","3","2","1","3","0","1","2.4","3.2","3","2.75","3.4","2.45"
"06/01/2021","Besiktas","Rizespor","6","0","H","2","0","H","17","9","10","3","15","11","2","4","2","0","0","0","1.45","4.75","6","1.5","4.33","6"
"07/01/2021","Fenerbahce","Alanyaspor","2","1","H","1","0","H","14","17","5","8","20","13","2","9","4","4","0","0","NaN","NaN","NaN","2.05","3.6","3.4"
"09/01/2021","Sivasspor","Gaziantep","2","1","H","1","1","D","21","10","7","2","10","10","8","7","5","3","0","1","2.1","3.4","3.4","2.1","3.5","3.4"
"09/01/2021","Goztep","Antalyaspor","0","1","A","0","0","D","7","7","2","2","16","15","8","5","3","1","0","0","2.2","3.5","3.1","2.37","3.5","2.8"
"09/01/2021","Kayserispor","Yeni Malatyaspor","1","0","H","1","0","H","8","12","4","3","18","12","2","5","1","4","0","0","3.1","3.3","2.3","3","3.3","2.3"
"09/01/2021","Galatasaray","Genclerbirligi","6","0","H","4","0","H","16","5","9","2","8","18","5","4","0","3","0","0","1.33","5","9","1.33","5.25","8"
"10/01/2021","Karagumruk","Konyaspor","2","1","H","0","0","D","9","8","4","2","10","10","4","5","3","2","0","0","2.3","3.3","3","2.4","3.5","2.75"
"10/01/2021","Ankaragucu","Buyuksehyr","1","2","A","1","1","D","13","12","3","3","16","12","5","3","2","3","0","0","4","3.8","1.83","4.5","4","1.7"
"10/01/2021","Rizespor","Denizlispor","1","1","D","0","1","A","21","11","7","5","20","24","11","5","2","5","0","0","2.05","3.25","3.75","2.3","3.2","3.25"
"10/01/2021","Hatayspor","Besiktas","2","2","D","2","2","D","9","18","3","7","17","12","3","9","4","1","0","0","3.2","3.6","2.05","3.6","3.6","1.95"
"11/01/2021","Erzurum BB","Fenerbahce","0","3","A","0","1","A","13","11","2","8","10","12","6","5","1","1","0","0","5","4.1","1.6","4.5","4","1.7"
"11/01/2021","Alanyaspor","Kasimpasa","1","2","A","1","2","A","28","6","8","2","16","9","8","1","1","1","0","1","1.75","3.75","4.5","1.55","4.2","5.5"
"15/01/2021","Genclerbirligi","Karagumruk","1","3","A","0","2","A","17","14","3","7","21","8","8","3","5","3","0","0","3.1","3.4","2.25","3","3.6","2.25"
"16/01/2021","Konyaspor","Goztep","2","3","A","0","2","A","21","6","10","5","8","8","7","5","2","1","0","0","1.95","3.4","3.8","2.15","3.4","3.3"
"16/01/2021","Buyuksehyr","Sivasspor","1","1","D","1","1","D","10","8","4","1","15","15","3","3","2","2","0","0","1.85","4","3.75","1.83","3.75","4"
"16/01/2021","Gaziantep","Kayserispor","2","1","H","1","0","H","13","10","6","4","9","11","5","2","1","2","0","0","1.66","4","4.75","1.95","3.6","3.6"
"16/01/2021","Antalyaspor","Trabzonspor","1","1","D","1","0","H","6","18","2","5","11","2","2","6","5","1","1","0","3.25","3.4","2.15","3.3","3.3","2.15"
"17/01/2021","Denizlispor","Hatayspor","0","2","A","0","0","D","12","12","2","5","19","8","6","2","2","3","0","1","2.9","3.4","2.37","3.2","3.4","2.1"
"17/01/2021","Yeni Malatyaspor","Rizespor","4","1","H","0","1","A","20","7","9","3","13","14","4","4","0","2","0","0","2.05","3.4","3.5","1.95","3.4","3.75"
"17/01/2021","Besiktas","Galatasaray","2","0","H","0","0","D","14","9","3","2","12","16","10","7","2","2","0","1","2.05","3.4","3.5","2.62","3.4","2.55"
"18/01/2021","Fenerbahce","Ankaragucu","3","1","H","2","0","H","17","13","8","3","22","18","4","4","2","1","0","0","1.33","6.5","6","1.4","4.75","7"
"18/01/2021","Kasimpasa","Erzurum BB","1","2","A","0","1","A","12","13","4","6","18","21","3","2","5","4","1","0","NaN","NaN","NaN","1.8","3.75","3.8"
"19/01/2021","Goztep","Genclerbirligi","4","0","H","3","0","H","12","5","6","2","9","10","2","1","1","2","0","0","1.72","3.75","4.5","1.7","3.75","4.75"
"19/01/2021","Kayserispor","Buyuksehyr","2","0","H","1","0","H","14","18","6","1","12","8","4","4","1","0","0","0","4","3.8","1.8","4.1","3.8","1.8"
"19/01/2021","Trabzonspor","Konyaspor","3","1","H","1","0","H","10","13","5","3","16","11","0","6","3","5","0","0","1.75","3.5","4","1.75","3.5","4.75"
"20/01/2021","Hatayspor","Yeni Malatyaspor","1","2","A","0","0","D","12","14","5","5","15","11","3","4","3","3","0","0","1.95","3.5","3.3","2.3","3.4","3"
"20/01/2021","Rizespor","Gaziantep","3","0","H","1","0","H","9","10","6","0","10","11","3","3","1","2","0","0","3","3.4","2.3","3.2","3.5","2.15"
"20/01/2021","Galatasaray","Denizlispor","6","1","H","3","0","H","14","14","10","6","9","15","8","11","1","1","0","0","1.33","5.25","8","1.36","5.25","7"
"21/01/2021","Erzurum BB","Alanyaspor","1","1","D","1","0","H","3","6","2","2","16","11","1","9","4","2","0","1","5.5","3.75","1.65","3.6","3.5","2"
"21/01/2021","Karagumruk","Besiktas","1","4","A","0","1","A","10","18","3","7","8","13","4","7","2","0","0","0","3.8","3.75","1.85","5","4","1.61"
"21/01/2021","Ankaragucu","Kasimpasa","1","0","H","1","0","H","15","11","5","4","13","20","0","7","5","5","0","0","2.37","3.4","2.75","2.4","3.5","2.75"
"21/01/2021","Sivasspor","Fenerbahce","1","1","D","1","1","D","11","8","4","4","15","11","7","3","2","1","0","0","3.3","3.5","2.1","2.8","3.3","2.45"
"23/01/2021","Genclerbirligi","Trabzonspor","1","2","A","0","1","A","13","14","2","8","10","13","5","5","2","2","0","0","4.5","4","1.61","4.33","4","1.7"
"23/01/2021","Buyuksehyr","Rizespor","1","1","D","0","0","D","17","4","4","1","13","10","9","1","2","2","0","0","1.36","4.75","8.5","1.36","5","7.5"
"24/01/2021","Konyaspor","Antalyaspor","0","0","D","0","0","D","8","6","0","3","8","12","6","2","1","1","0","0","2","3.3","3.4","2.15","3.4","3.25"
"24/01/2021","Denizlispor","Karagumruk","1","2","A","0","1","A","17","11","5","3","16","12","4","1","3","3","0","0","2.9","3.3","2.3","2.75","3.5","2.4"
"24/01/2021","Yeni Malatyaspor","Galatasaray","0","1","A","0","0","D","5","10","3","4","13","13","3","6","3","2","0","0","3.6","3.75","1.85","4.1","3.8","1.8"
"24/01/2021","Besiktas","Goztep","2","1","H","0","1","A","10","5","5","3","15","17","1","2","2","3","0","0","1.36","4.5","7","1.44","4.5","6.5"
"24/01/2021","Gaziantep","Hatayspor","1","1","D","1","0","H","7","12","2","3","18","10","2","5","2","2","0","0","2.15","3.3","3","2.45","3.3","2.8"
"25/01/2021","Kasimpasa","Sivasspor","2","0","H","2","0","H","11","7","3","3","17","16","4","10","2","2","0","0","3.1","3.2","2.3","2.9","3.3","2.37"
"25/01/2021","Alanyaspor","Ankaragucu","4","3","H","1","2","A","24","9","7","5","12","17","13","4","1","3","0","0","1.44","4.5","5.75","1.45","4.5","6"
"25/01/2021","Fenerbahce","Kayserispor","3","0","H","1","0","H","21","6","11","1","12","9","6","5","2","1","0","0","1.33","5","8","1.33","5.25","8"
"29/01/2021","Yeni Malatyaspor","Karagumruk","0","0","D","0","0","D","6","16","1","7","13","9","7","7","3","1","1","0","2.3","3.6","2.8","2.3","3.6","2.8"
"29/01/2021","Gaziantep","Galatasaray","1","2","A","0","0","D","15","6","6","6","15","9","8","4","1","1","0","0","3.8","3.8","1.85","4","3.8","1.8"
"30/01/2021","Kasimpasa","Kayserispor","0","1","A","0","0","D","15","15","4","5","17","14","3","5","2","0","0","0","1.95","3.6","3.6","1.8","3.75","4.33"
"30/01/2021","Buyuksehyr","Hatayspor","1","5","A","0","3","A","17","16","0","10","10","9","4","4","3","1","0","0","1.85","3.6","4","1.95","3.6","3.6"
"30/01/2021","Fenerbahce","Rizespor","1","0","H","1","0","H","15","6","4","1","16","16","7","2","1","5","0","1","1.33","5","8.5","1.4","4.75","7"
"31/01/2021","Erzurum BB","Ankaragucu","1","0","H","0","0","D","11","6","5","2","26","17","3","4","7","6","1","2","2.37","3.3","2.9","2.4","3.2","3"
"31/01/2021","Alanyaspor","Sivasspor","3","1","H","2","0","H","9","11","4","4","15","15","1","5","2","1","0","0","1.9","3.5","4","1.85","3.5","4.2"
"31/01/2021","Denizlispor","Goztep","2","1","H","1","0","H","9","4","4","2","18","13","2","5","2","1","0","0","2.87","3.3","2.4","2.75","3.4","2.45"
"31/01/2021","Genclerbirligi","Antalyaspor","0","1","A","0","0","D","7","10","2","3","15","14","3","4","2","1","0","0","2.75","3.3","2.5","2.8","3.3","2.45"
"31/01/2021","Besiktas","Trabzonspor","1","2","A","1","1","D","22","16","8","5","12","8","7","5","2","3","1","0","1.8","3.75","4.2","1.8","3.6","4.33"
"02/02/2021","Hatayspor","Fenerbahce","1","2","A","0","1","A","18","10","7","6","17","16","7","4","4","2","0","0","3.8","3.8","1.85","3.8","3.8","1.85"
"02/02/2021","Galatasaray","Buyuksehyr","3","0","H","1","0","H","11","10","5","3","6","10","6","5","1","2","0","0","1.65","4.1","4.6","1.65","4","4.75"
"02/02/2021","Rizespor","Kasimpasa","1","1","D","0","0","D","16","13","4","5","8","16","1","4","2","2","0","0","2.55","3.25","2.75","2.55","3.2","2.75"
"03/02/2021","Sivasspor","Erzurum BB","0","0","D","0","0","D","8","9","3","3","19","19","4","5","1","1","0","0","1.66","3.8","5","1.85","3.5","4"
"03/02/2021","Karagumruk","Gaziantep","2","0","H","0","0","D","14","12","5","6","13","13","6","7","2","2","0","0","2.37","3.2","3","2.05","3.4","3.5"
"03/02/2021","Kayserispor","Alanyaspor","1","1","D","0","0","D","8","12","4","4","12","11","2","1","6","1","1","0","3.75","3.6","1.9","3","3.6","2.2"
"03/02/2021","Antalyaspor","Besiktas","1","1","D","1","0","H","2","17","1","8","9","10","3","7","4","1","1","0","4.5","3.8","1.72","4.8","4","1.65"
"03/02/2021","Konyaspor","Genclerbirligi","0","0","D","0","0","D","19","7","5","2","10","15","7","2","2","3","0","0","1.75","3.7","4.5","1.66","3.75","4.75"
"04/02/2021","Goztep","Yeni Malatyaspor","2","2","D","1","1","D","25","10","7","5","18","14","10","2","0","1","0","0","2.3","3.6","2.8","2.05","3.5","3.4"
"04/02/2021","Trabzonspor","Denizlispor","1","0","H","0","0","D","25","4","5","3","6","18","5","5","0","3","0","0","1.5","4","6.5","1.5","4","6"
"06/02/2021","Kasimpasa","Hatayspor","1","4","A","0","1","A","15","16","6","8","15","12","9","3","1","0","0","0","2.55","3.4","2.62","2.5","3.6","2.6"
"06/02/2021","Alanyaspor","Rizespor","2","1","H","1","1","D","33","8","10","3","10","10","13","4","2","6","0","0","1.55","4","5","1.57","4","4.75"
"06/02/2021","Buyuksehyr","Karagumruk","0","1","A","0","0","D","16","13","7","5","12","11","5","3","1","1","0","0","1.95","3.7","3.4","2.2","3.5","3.1"
"06/02/2021","Fenerbahce","Galatasaray","0","1","A","0","0","D","12","9","5","2","16","25","8","6","2","2","0","0","2.37","3.4","2.8","2.6","3.4","2.6"
"07/02/2021","Erzurum BB","Kayserispor","1","1","D","1","0","H","7","8","2","5","12","13","1","5","3","1","1","0","2.05","3.3","3.3","2.25","3.1","3.4"
"07/02/2021","Ankaragucu","Sivasspor","1","4","A","0","1","A","14","12","6","7","17","10","3","2","5","1","0","0","2.8","3.3","2.25","2.9","3.4","2.35"
"07/02/2021","Denizlispor","Antalyaspor","1","1","D","1","0","H","9","13","3","2","20","9","2","3","2","2","0","0","2.55","3.2","2.55","2.3","3.1","3.2"
"07/02/2021","Besiktas","Konyaspor","1","0","H","0","0","D","12","3","3","0","12","12","5","3","4","3","1","0","1.55","4","5.75","1.45","4.5","6.5"
"08/02/2021","Gaziantep","Goztep","2","0","H","0","0","D","8","6","2","4","15","14","2","2","1","0","0","0","2.15","3.1","3.6","2.4","3.25","2.9"
"08/02/2021","Yeni Malatyaspor","Trabzonspor","0","2","A","0","0","D","11","10","1","2","9","17","11","4","1","2","0","0","3.2","3.25","2.25","3.8","3.5","1.95"
"12/02/2021","Rizespor","Erzurum BB","0","2","A","0","0","D","10","17","4","8","16","15","3","1","4","3","1","0","2.2","3.4","3.2","2.2","3.4","3.2"
"13/02/2021","Kayserispor","Ankaragucu","0","0","D","0","0","D","23","4","7","0","16","7","12","4","1","2","0","1","2.2","3.3","3.25","2.2","3.3","3.25"
"13/02/2021","Trabzonspor","Gaziantep","1","0","H","0","0","D","8","9","4","2","8","13","2","4","3","4","1","0","1.57","4","5.75","1.65","4","5"
"13/02/2021","Karagumruk","Fenerbahce","1","2","A","0","1","A","12","7","3","3","12","16","8","4","2","1","0","0","4.2","3.75","1.72","4.33","3.6","1.72"
"14/02/2021","Konyaspor","Denizlispor","2","0","H","0","0","D","11","8","4","3","9","15","3","4","3","2","0","0","1.95","3.4","3.8","2.2","3.2","3.3"
"14/02/2021","Galatasaray","Kasimpasa","2","1","H","1","0","H","15","8","10","2","13","22","8","2","0","4","0","0","1.4","5","6.5","1.55","4.2","5.5"
"14/02/2021","Goztep","Buyuksehyr","2","1","H","1","0","H","13","12","6","4","12","16","3","5","1","2","0","0","2.6","3.4","2.6","2.25","3.4","3"
"14/02/2021","Hatayspor","Alanyaspor","0","0","D","0","0","D","7","13","1","7","13","18","3","7","2","3","1","0","2.9","3.4","2.3","2.3","3.4","3"
"15/02/2021","Genclerbirligi","Besiktas","0","3","A","0","1","A","5","20","1","9","15","7","2","9","3","2","0","0","6","4.75","1.4","6","4.75","1.44"
"15/02/2021","Antalyaspor","Yeni Malatyaspor","1","1","D","1","1","D","11","3","4","1","9","14","1","3","0","3","0","0","2.4","3.25","2.87","2.2","3.2","3.25"
"19/02/2021","Buyuksehyr","Trabzonspor","0","1","A","0","0","D","7","10","1","3","11","9","3","3","3","2","1","0","2.05","3.4","3.5","2","3.4","3.75"
"20/02/2021","Kasimpasa","Karagumruk","3","2","H","1","1","D","13","8","6","3","11","10","13","3","1","2","0","0","2.75","3.5","2.37","2.8","3.5","2.37"
"20/02/2021","Denizlispor","Genclerbirligi","1","0","H","1","0","H","10","12","4","1","17","15","5","4","2","1","0","0","1.95","3.4","3.8","2.1","3.3","3.5"
"20/02/2021","Yeni Malatyaspor","Konyaspor","2","3","A","2","0","H","7","11","2","4","10","17","3","8","2","3","0","0","2.4","3","3.2","2.4","3","3.2"
"20/02/2021","Alanyaspor","Galatasaray","0","1","A","0","1","A","24","8","6","1","16","18","12","1","3","0","0","0","2.8","3.5","2.37","2.7","3.5","2.45"
"21/02/2021","Erzurum BB","Hatayspor","1","3","A","0","2","A","15","10","5","7","15","16","3","7","3","2","1","0","2.9","3.3","2.37","2.62","3.3","2.62"
"21/02/2021","Gaziantep","Antalyaspor","0","0","D","0","0","D","9","13","2","2","12","10","7","4","2","1","0","0","2.1","3","3.8","2.3","3","3.4"
"21/02/2021","Sivasspor","Kayserispor","2","0","H","1","0","H","21","7","7","1","15","17","6","5","3","5","0","0","1.8","3.75","4.33","2","3.2","4"
"21/02/2021","Fenerbahce","Goztep","0","1","A","0","1","A","22","6","5","2","17","18","13","1","1","2","0","0","1.5","4.2","6.5","1.57","4.2","5.25"
"22/02/2021","Ankaragucu","Rizespor","1","1","D","1","1","D","14","7","7","3","13","12","5","1","2","1","0","0","2.4","3.3","2.87","2.45","3.3","2.75"
"26/02/2021","Genclerbirligi","Yeni Malatyaspor","1","1","D","0","1","A","13","12","3","2","14","10","13","4","3","0","1","1","3.1","3.3","2.3","2.7","3.3","2.55"
"26/02/2021","Konyaspor","Gaziantep","0","0","D","0","0","D","10","13","2","2","9","17","6","7","2","2","0","0","2.5","2.9","3.1","2.37","2.9","3.3"
"26/02/2021","Besiktas","Denizlispor","3","0","H","3","0","H","14","6","7","2","7","9","9","6","0","1","0","0","1.3","5.5","8.5","1.28","5.5","9"
"27/02/2021","Hatayspor","Ankaragucu","4","1","H","1","1","D","19","6","6","2","16","20","14","4","1","3","0","1","1.8","3.4","4","1.61","3.6","5"
"27/02/2021","Karagumruk","Alanyaspor","2","0","H","0","0","D","10","8","2","1","12","15","4","7","2","3","0","0","2.87","3.4","2.37","3","3.4","2.3"
"27/02/2021","Antalyaspor","Buyuksehyr","0","0","D","0","0","D","1","2","0","0","13","8","2","2","1","0","0","0","2.62","3.1","2.75","2.5","3.1","2.9"
"27/02/2021","Rizespor","Sivasspor","0","0","D","0","0","D","11","7","3","1","15","14","3","4","3","2","0","1","2.9","3","2.37","3.2","3","2.25"
"27/02/2021","Galatasaray","Erzurum BB","2","0","H","2","0","H","10","8","4","3","11","14","5","3","3","3","0","0","1.33","4.5","7.5","1.4","4.75","7.5"
"28/02/2021","Goztep","Kasimpasa","1","0","H","1","0","H","5","6","1","3","15","7","3","4","3","2","1","1","2.1","3.5","3","1.95","3.6","3.3"
"28/02/2021","Trabzonspor","Fenerbahce","0","1","A","0","0","D","16","12","1","8","13","15","5","7","1","2","0","0","3","3.2","2.25","2.4","3.2","3"
"02/03/2021","Gaziantep","Genclerbirligi","2","1","H","0","1","A","15","14","7","5","11","17","7","3","0","2","1","0","1.7","3.75","4.75","1.66","3.75","5"
"02/03/2021","Yeni Malatyaspor","Besiktas","0","1","A","0","0","D","9","13","4","3","17","14","4","10","2","0","0","0","5.25","4","1.6","5.5","4","1.57"
"03/03/2021","Erzurum BB","Karagumruk","2","2","D","1","1","D","14","11","4","6","15","12","3","6","4","1","0","0","2.87","3.2","2.5","2.4","3.2","3"
"03/03/2021","Buyuksehyr","Konyaspor","1","1","D","0","0","D","13","10","5","2","10","12","4","4","0","1","0","0","2","3.5","3.6","2.05","3.2","3.8"
"03/03/2021","Sivasspor","Hatayspor","1","1","D","0","0","D","12","5","4","1","15","18","6","3","1","3","0","0","2.25","3.2","3.25","2.2","3.2","3.3"
"03/03/2021","Ankaragucu","Galatasaray","2","1","H","1","0","H","8","8","3","4","15","14","1","5","6","4","0","1","6","4.75","1.45","6.5","4.33","1.44"
"03/03/2021","Kayserispor","Rizespor","2","1","H","0","0","D","7","17","4","3","11","9","4","6","0","0","0","0","2.3","3.2","3.1","2.37","3.2","3.1"
"04/03/2021","Alanyaspor","Goztep","1","1","D","0","1","A","15","7","7","0","9","12","10","3","1","2","0","0","1.8","3.75","4.2","1.9","3.5","4"
"04/03/2021","Kasimpasa","Trabzonspor","1","2","A","1","1","D","13","14","5","4","17","16","6","5","1","2","0","0","3.3","3.7","2","4","3.4","1.9"
"04/03/2021","Fenerbahce","Antalyaspor","1","1","D","0","1","A","16","7","6","2","16","17","11","1","5","5","0","1","1.4","4.5","6.5","1.65","3.75","5.25"
"06/03/2021","Denizlispor","Yeni Malatyaspor","3","2","H","2","1","H","13","11","6","5","18","14","4","4","3","2","0","0","2.3","3.2","3","2.8","3.2","2.55"
"06/03/2021","Besiktas","Gaziantep","2","1","H","1","0","H","10","8","3","3","15","10","4","5","1","1","0","0","1.36","5.25","7.5","1.33","5.25","8.5"
"07/03/2021","Karagumruk","Ankaragucu","0","1","A","0","0","D","16","4","3","3","20","11","4","2","1","1","0","0","1.75","3.6","4.75","1.75","3.6","4.75"
"07/03/2021","Genclerbirligi","Buyuksehyr","0","1","A","0","0","D","10","9","3","4","14","10","1","7","2","2","1","0","3.8","3.8","1.83","3.3","3.6","1.95"
"07/03/2021","Hatayspor","Kayserispor","1","3","A","0","2","A","10","16","4","6","3","13","7","5","2","1","1","0","1.72","3.5","5","1.6","3.8","5.75"
"07/03/2021","Galatasaray","Sivasspor","2","2","D","1","2","A","17","12","7","4","11","13","6","4","4","4","0","1","1.65","3.75","5.25","1.65","3.75","5.5"
"08/03/2021","Antalyaspor","Kasimpasa","1","1","D","1","0","H","8","11","3","2","13","10","0","4","1","3","0","0","2.15","3.3","3.4","2.15","3.3","3.4"
"08/03/2021","Trabzonspor","Alanyaspor","1","3","A","0","0","D","18","11","5","6","17","8","3","4","3","3","0","0","1.95","3.5","3.8","2.1","3.3","3.6"
"08/03/2021","Goztep","Erzurum BB","3","1","H","1","0","H","16","11","7","4","18","14","7","2","2","3","0","1","1.9","3.5","4","2.05","3.5","3.6"
"08/03/2021","Konyaspor","Fenerbahce","0","3","A","0","2","A","15","14","5","7","10","11","2","2","2","2","0","0","3.9","3.75","1.85","4.33","3.5","1.85"
"12/03/2021","Buyuksehyr","Besiktas","2","3","A","0","1","A","9","14","3","5","13","10","4","1","3","1","0","0","4.33","3.6","1.8","3.75","3.6","1.9"
"13/03/2021","Sivasspor","Karagumruk","1","0","H","1","0","H","10","14","4","3","14","9","1","8","1","1","0","0","2.1","3.3","3.2","2.5","3.3","2.55"
"13/03/2021","Alanyaspor","Antalyaspor","4","0","H","2","0","H","14","7","7","2","13","18","5","5","0","5","0","0","1.65","3.6","4.5","1.7","3.6","4.33"
"13/03/2021","Rizespor","Hatayspor","1","0","H","0","0","D","17","17","6","3","13","17","3","5","5","4","0","0","3","3.3","2.3","3.2","3.3","2.2"
"13/03/2021","Kayserispor","Galatasaray","0","3","A","0","1","A","7","18","1","7","17","11","3","3","1","1","0","0","5","4","1.6","4.5","3.8","1.72"
"14/03/2021","Ankaragucu","Goztep","3","0","H","1","0","H","17","8","9","2","15","10","5","7","1","1","0","0","2.8","3.2","2.25","2.87","3.2","2.25"
"14/03/2021","Erzurum BB","Trabzonspor","0","0","D","0","0","D","11","8","3","1","15","6","12","2","2","0","0","0","4.2","3","2","3.5","3.2","2.1"
"14/03/2021","Gaziantep","Denizlispor","2","0","H","0","0","D","14","6","3","3","15","11","8","3","2","2","0","1","1.8","3.3","4","2.1","3.2","3.4"
"14/03/2021","Fenerbahce","Genclerbirligi","1","2","A","1","1","D","16","7","6","3","11","13","6","1","1","5","0","0","1.22","5.5","11","1.3","5.5","9"
"15/03/2021","Kasimpasa","Konyaspor","1","1","D","0","0","D","12","7","4","2","12","16","8","0","1","1","0","0","2.37","3","2.9","2","3.4","3.75"
